,STREET,AGE_RANGE,PARTY_AFFILIATION
555,"E OXBOW TRL, ATHENS",24-44,None
556,"E OXBOW TRL, ATHENS",0-24,None
557,"E OXBOW TRL, ATHENS",24-44,None
558,"E OXBOW TRL, ATHENS",24-44,None
559,"E OXBOW TRL, ATHENS",0-24,None
560,"E OXBOW TRL, ATHENS",0-24,None
561,"E OXBOW TRL, ATHENS",0-24,None
562,"E OXBOW TRL, ATHENS",24-44,None
563,"E OXBOW TRL, ATHENS",0-24,None
564,"FOSTER PL, ATHENS",24-44,None
565,"SR 56, ATHENS",45-64,None
566,"BECKLER RD, NEW MARSHFIELD",45-64,None
567,"S HARPER ST, NELSONVILLE",0-24,None
568,"N MCDONALD ST, THE PLAINS",24-44,None
569,"SAND RIDGE RD, MILLFIELD",0-24,None
570,"SR 691, NELSONVILLE",24-44,None
571,"CENTRAL AVE, ATHENS",24-44,None
572,"CONVERSE ST, CHAUNCEY",45-64,None
573,"WALNUT CT, ATHENS",45-64,None
574,"LEXINGTON AVE, CHAUNCEY",24-44,None
575,"TRUETOWN RD, MILLFIELD",0-24,None
576,"CAMERON RD, ATHENS",24-44,None
577,"RUFUS ST, ATHENS",0-24,None
578,"HOOPER ST, ATHENS",45-64,None
579,"W CLINTON ST, ALBANY",0-24,None
580,"SR 56, ATHENS",45-64,None
581,"W STATE ST, ATHENS",45-64,None
582,"W STATE ST, ATHENS",24-44,None
583,"VANDERHOOF RD, COOLVILLE",24-44,None
584,"CARRIAGE HILL DR, ATHENS",0-24,None
585,"E CANAL ST, NELSONVILLE",0-24,None
586,"HOME ST, ATHENS",24-44,None
587,"ENLOW RD, ATHENS",65+,None
588,"MAY AVE, CHAUNCEY",24-44,None
589,"MONTICELLO DR, ATHENS",24-44,None
590,"SR 691, NELSONVILLE",24-44,R
591,"MILL ST, COOLVILLE",45-64,None
592,"CARRIAGE HILL DR, ATHENS",0-24,None
593,"SR 56, ATHENS",24-44,None
594,"CHESTNUT ST, NELSONVILLE",0-24,None
595,"N CONGRESS ST, ATHENS",24-44,None
596,"STARR DR, NELSONVILLE",24-44,None
597,"MONTICELLO DR, ATHENS",24-44,None
598,"POSTON RD, THE PLAINS",24-44,None
599,"RALLEN DR, THE PLAINS",45-64,None
600,"CARRIAGE HILL DR, ATHENS",0-24,None
601,"WALNUT ST, NELSONVILLE",24-44,None
602,"W FRANKLIN ST, NELSONVILLE",45-64,None
603,"WALKER ST, ATHENS",0-24,None
604,"MILLFIELD RD, MILLFIELD",45-64,None
605,"DORR RUN RD, NELSONVILLE",24-44,None
606,"OLD COACH RD, ATHENS",24-44,None
607,"UNIVERSITY ESTATES BLVD, ATHENS",45-64,None
608,"N MCKINLEY AVE, ATHENS",24-44,None
609,"N MCKINLEY AVE, ATHENS",0-24,None
610,"N MCKINLEY AVE, ATHENS",24-44,None
611,"N MCKINLEY AVE, ATHENS",0-24,None
612,"N MCKINLEY AVE, ATHENS",0-24,None
613,"N MCKINLEY AVE, ATHENS",0-24,None
614,"N MCKINLEY AVE, ATHENS",24-44,None
615,"N MCKINLEY AVE, ATHENS",0-24,None
616,"N MCKINLEY AVE, ATHENS",24-44,None
617,"N MCKINLEY AVE, ATHENS",0-24,None
618,"N MCKINLEY AVE, ATHENS",24-44,None
619,"N MCKINLEY AVE, ATHENS",24-44,None
620,"N MCKINLEY AVE, ATHENS",0-24,None
621,"N MCKINLEY AVE, ATHENS",0-24,None
622,"N MCKINLEY AVE, ATHENS",24-44,None
623,"N MCKINLEY AVE, ATHENS",24-44,None
624,"N MCKINLEY AVE, ATHENS",24-44,None
625,"N MCKINLEY AVE, ATHENS",24-44,None
626,"N MCKINLEY AVE, ATHENS",24-44,None
627,"N MCKINLEY AVE, ATHENS",0-24,None
628,"N MCKINLEY AVE, ATHENS",0-24,None
629,"N MCKINLEY AVE, ATHENS",0-24,None
630,"N MCKINLEY AVE, ATHENS",0-24,None
631,"N MCKINLEY AVE, ATHENS",0-24,None
632,"N MCKINLEY AVE, ATHENS",0-24,None
633,"N MCKINLEY AVE, ATHENS",24-44,None
634,"E OXBOW TRL, ATHENS",0-24,None
635,"E OXBOW TRL, ATHENS",0-24,None
636,"E OXBOW TRL, ATHENS",0-24,None
637,"E OXBOW TRL, ATHENS",24-44,None
638,"E OXBOW TRL, ATHENS",24-44,None
639,"E OXBOW TRL, ATHENS",0-24,None
640,"E OXBOW TRL, ATHENS",0-24,None
641,"E OXBOW TRL, ATHENS",24-44,None
642,"E OXBOW TRL, ATHENS",0-24,None
643,"E OXBOW TRL, ATHENS",24-44,None
644,"E OXBOW TRL, ATHENS",0-24,None
645,"E OXBOW TRL, ATHENS",0-24,None
646,"E OXBOW TRL, ATHENS",0-24,None
647,"E OXBOW TRL, ATHENS",24-44,None
648,"E OXBOW TRL, ATHENS",24-44,None
649,"E OXBOW TRL, ATHENS",24-44,None
650,"E OXBOW TRL, ATHENS",24-44,None
651,"E OXBOW TRL, ATHENS",0-24,None
652,"E OXBOW TRL, ATHENS",24-44,None
653,"E OXBOW TRL, ATHENS",0-24,None
654,"E OXBOW TRL, ATHENS",24-44,None
655,"E OXBOW TRL, ATHENS",24-44,None
656,"E OXBOW TRL, ATHENS",24-44,None
657,"E OXBOW TRL, ATHENS",0-24,None
658,"E OXBOW TRL, ATHENS",24-44,None
659,"MARSHFIELD RD, ATHENS",45-64,None
660,"N COOLVILLE RIDGE RD, ATHENS",24-44,None
661,"ROCK ST, COOLVILLE",24-44,None
662,"BRIMSTONE RD, COOLVILLE",24-44,None
663,"MOUND ST, ATHENS",24-44,None
664,"RALLEN DR, THE PLAINS",24-44,None
665,"FIRST ST, ATHENS",0-24,None
666,"KURTZ ST, ATHENS",24-44,None
667,"DELLA DR, ATHENS",65+,None
668,"E STATE ST, ATHENS",24-44,None
669,"E FIRST ST, THE PLAINS",24-44,None
670,"MAY AVE, CHAUNCEY",24-44,None
671,"POSTON RD, THE PLAINS",24-44,None
672,"N MCKINLEY AVE, ATHENS",0-24,None
673,"N MCDONALD ST, THE PLAINS",24-44,None
674,"S SHAFER ST, ATHENS",45-64,None
675,"ST CHARLES ST, NELSONVILLE",24-44,None
676,"GRAND PARK BLVD, ATHENS",65+,D
677,"N PLAINS RD, THE PLAINS",24-44,None
678,"MEADOWBROOK RD, ALBANY",45-64,None
679,"WALKER ST, ATHENS",0-24,D
680,"MINERAL RD, NEW MARSHFIELD",65+,D
681,"GUN CLUB RD, ATHENS",24-44,None
682,"E STATE ST, ATHENS",24-44,None
683,"GLAZIER RD, GUYSVILLE",24-44,None
684,"SR 681, ALBANY",24-44,None
685,"ELLIS AVE, CHAUNCEY",45-64,None
686,"LEXINGTON AVE, CHAUNCEY",45-64,None
687,"ELIZABETH ST, NELSONVILLE",24-44,None
688,"ELLIS AVE, CHAUNCEY",45-64,None
689,"FACTORY RD, ALBANY",45-64,None
690,"CHESTNUT ST, NELSONVILLE",45-64,None
691,"E STATE ST, ATHENS",0-24,None
692,"BRIMSTONE RD, COOLVILLE",45-64,None
693,"CENTRAL AVE, ATHENS",24-44,None
694,"RIVERFRONT RD, COOLVILLE",65+,None
695,"BROWN AVE, ATHENS",24-44,None
696,"N MCKINLEY AVE, ATHENS",24-44,None
697,"N MCKINLEY AVE, ATHENS",24-44,None
698,"N MCKINLEY AVE, ATHENS",24-44,None
699,"N MCKINLEY AVE, ATHENS",0-24,None
700,"UNIVERSITY TER, ATHENS",24-44,None
701,"UNIVERSITY TER, ATHENS",24-44,None
702,"UNIVERSITY TER, ATHENS",24-44,None
703,"UNIVERSITY TER, ATHENS",24-44,None
704,"UNIVERSITY TER, ATHENS",24-44,None
705,"UNIVERSITY TER, ATHENS",24-44,None
706,"UNIVERSITY TER, ATHENS",0-24,D
707,"UNIVERSITY TER, ATHENS",24-44,None
708,"UNIVERSITY TER, ATHENS",0-24,None
709,"UNIVERSITY TER, ATHENS",24-44,None
710,"UNIVERSITY TER, ATHENS",24-44,None
711,"UNIVERSITY TER, ATHENS",24-44,D
712,"UNIVERSITY TER, ATHENS",24-44,None
713,"UNIVERSITY TER, ATHENS",24-44,None
714,"UNIVERSITY TER, ATHENS",24-44,D
715,"UNIVERSITY TER, ATHENS",24-44,None
716,"UNIVERSITY TER, ATHENS",24-44,None
717,"UNIVERSITY TER, ATHENS",24-44,None
718,"UNIVERSITY TER, ATHENS",24-44,None
719,"N MCKINLEY AVE, ATHENS",0-24,None
720,"N MCKINLEY AVE, ATHENS",24-44,None
721,"N MCKINLEY AVE, ATHENS",0-24,None
722,"E OXBOW TRL, ATHENS",24-44,None
723,"E OXBOW TRL, ATHENS",0-24,None
724,"E OXBOW TRL, ATHENS",24-44,None
725,"E OXBOW TRL, ATHENS",24-44,None
726,"E OXBOW TRL, ATHENS",24-44,None
727,"E OXBOW TRL, ATHENS",0-24,D
728,"E OXBOW TRL, ATHENS",24-44,None
729,"E OXBOW TRL, ATHENS",24-44,None
730,"E OXBOW TRL, ATHENS",24-44,None
731,"E OXBOW TRL, ATHENS",24-44,None
732,"E OXBOW TRL, ATHENS",0-24,None
733,"E OXBOW TRL, ATHENS",0-24,None
734,"E OXBOW TRL, ATHENS",0-24,None
735,"E OXBOW TRL, ATHENS",0-24,None
736,"E OXBOW TRL, ATHENS",24-44,None
737,"E OXBOW TRL, ATHENS",24-44,None
738,"E OXBOW TRL, ATHENS",24-44,None
739,"E OXBOW TRL, ATHENS",0-24,None
740,"E OXBOW TRL, ATHENS",0-24,None
741,"E OXBOW TRL, ATHENS",0-24,None
742,"E OXBOW TRL, ATHENS",24-44,None
743,"E OXBOW TRL, ATHENS",24-44,None
744,"E OXBOW TRL, ATHENS",0-24,None
745,"E OXBOW TRL, ATHENS",24-44,None
746,"E OXBOW TRL, ATHENS",24-44,None
747,"E OXBOW TRL, ATHENS",24-44,None
748,"ROBBINS RD, NELSONVILLE",24-44,D
749,"E CARPENTER ST, ATHENS",45-64,None
750,"UNIVERSITY ESTATES BLVD, ATHENS",45-64,None
751,"CENTRAL AVE, ATHENS",45-64,None
752,"WHISPERING PINES DR, THE PLAINS",0-24,None
753,"DUNFEE RD, COOLVILLE",24-44,None
754,"RIVERFRONT RD, COOLVILLE",24-44,None
755,"TORCH RD, COOLVILLE",24-44,None
756,"SR 144, COOLVILLE",24-44,None
757,"CLARK RD, COOLVILLE",24-44,None
758,"E BELPRE PIKE RD, COOLVILLE",24-44,None
759,"LEXINGTON AVE, CHAUNCEY",65+,None
760,"SR 78, GLOUSTER",24-44,None
761,"HAPPY HOLLOW RD, NELSONVILLE",24-44,None
762,"LONG RUN RD, ATHENS",24-44,None
763,"HOME ST, ATHENS",24-44,None
764,"COOLVILLE RIDGE RD, ATHENS",65+,None
765,"KURTZ ST, ATHENS",45-64,None
766,"STRATHMORE BLVD, ATHENS",45-64,None
767,"JACOBS AVE, CHAUNCEY",24-44,None
768,"MAY AVE, CHAUNCEY",24-44,None
769,"ANGEL RIDGE RD, ATHENS",24-44,None
770,"LADD RIDGE RD, ALBANY",24-44,None
771,"MAPLE ST, ATHENS",24-44,None
772,"MAPLE ST, ATHENS",0-24,None
773,"HEATHERSTONE DR, ATHENS",0-24,None
774,"S GREEN DR, ATHENS",0-24,None
775,"SR 691, NELSONVILLE",0-24,None
776,"JACOBS AVE, CHAUNCEY",45-64,None
777,"HANLIN AVE, ATHENS",24-44,None
778,"TOWNSEND PL, ATHENS",45-64,None
779,"CHESTNUT ST, NELSONVILLE",24-44,None
780,"MILL ST, ATHENS",0-24,None
781,"RAINBOW LAKE RD, ATHENS",45-64,None
782,"MAY AVE, CHAUNCEY",0-24,None
783,"MILLFIELD RD, MILLFIELD",24-44,None
784,"N CONGRESS ST, ATHENS",0-24,None
785,"N LANCASTER ST, ATHENS",24-44,None
786,"N MCKINLEY AVE, ATHENS",24-44,None
787,"N MCKINLEY AVE, ATHENS",0-24,None
788,"N MCKINLEY AVE, ATHENS",24-44,None
789,"N MCKINLEY AVE, ATHENS",24-44,None
790,"N MCKINLEY AVE, ATHENS",0-24,None
791,"N MCKINLEY AVE, ATHENS",24-44,None
792,"N MCKINLEY AVE, ATHENS",24-44,None
793,"N MCKINLEY AVE, ATHENS",24-44,None
794,"N MCKINLEY AVE, ATHENS",0-24,None
795,"N MCKINLEY AVE, ATHENS",24-44,None
796,"N MCKINLEY AVE, ATHENS",0-24,None
797,"N MCKINLEY AVE, ATHENS",24-44,None
798,"N MCKINLEY AVE, ATHENS",0-24,None
799,"N MCKINLEY AVE, ATHENS",24-44,None
800,"N MCKINLEY AVE, ATHENS",0-24,None
801,"N MCKINLEY AVE, ATHENS",24-44,None
802,"N MCKINLEY AVE, ATHENS",24-44,None
803,"N MCKINLEY AVE, ATHENS",24-44,None
804,"N MCKINLEY AVE, ATHENS",24-44,None
805,"N MCKINLEY AVE, ATHENS",24-44,None
806,"N MCKINLEY AVE, ATHENS",24-44,None
807,"N MCKINLEY AVE, ATHENS",24-44,None
808,"N MCKINLEY AVE, ATHENS",24-44,None
809,"N MCKINLEY AVE, ATHENS",24-44,D
810,"N MCKINLEY AVE, ATHENS",0-24,None
811,"E OXBOW TRL, ATHENS",24-44,None
812,"E OXBOW TRL, ATHENS",24-44,None
813,"E OXBOW TRL, ATHENS",24-44,None
814,"E OXBOW TRL, ATHENS",24-44,None
815,"E OXBOW TRL, ATHENS",24-44,None
816,"E OXBOW TRL, ATHENS",0-24,None
817,"E OXBOW TRL, ATHENS",0-24,None
818,"E OXBOW TRL, ATHENS",24-44,None
819,"E OXBOW TRL, ATHENS",24-44,None
820,"E OXBOW TRL, ATHENS",24-44,None
821,"E OXBOW TRL, ATHENS",24-44,None
822,"E OXBOW TRL, ATHENS",24-44,None
823,"E OXBOW TRL, ATHENS",24-44,None
824,"W GREEN DR, ATHENS",24-44,None
825,"W GREEN DR, ATHENS",24-44,None
826,"W GREEN DR, ATHENS",0-24,None
827,"W GREEN DR, ATHENS",24-44,None
828,"W GREEN DR, ATHENS",0-24,None
829,"W GREEN DR, ATHENS",0-24,None
830,"W GREEN DR, ATHENS",24-44,None
831,"W GREEN DR, ATHENS",24-44,None
832,"W GREEN DR, ATHENS",24-44,None
833,"W GREEN DR, ATHENS",0-24,None
834,"W GREEN DR, ATHENS",0-24,None
835,"W GREEN DR, ATHENS",24-44,None
836,"W GREEN DR, ATHENS",24-44,None
837,"FAIRVIEW AVE, ATHENS",0-24,None
838,"CARRIAGE HILL DR, ATHENS",45-64,None
839,"SELBY RD, ATHENS",24-44,None
840,"MONTICELLO DR, ATHENS",24-44,None
841,"US 50, ALBANY",24-44,None
842,"LEMASTER RD, ATHENS",24-44,None
843,"RAINBOW LAKE RD, ATHENS",24-44,None
844,"W SECOND ST, THE PLAINS",24-44,None
845,"WRIGHTSTOWN RD, AMESVILLE",24-44,None
846,"E STATE ST, ATHENS",24-44,None
847,"WESTFIELD PL, ATHENS",0-24,None
848,"MONTICELLO DR, ATHENS",24-44,None
849,"DAIRY LN, ATHENS",24-44,None
850,"PRATT ST, ATHENS",24-44,None
851,"RIVERFRONT RD, HOCKINGPORT",24-44,None
852,"LEMASTER RD, ATHENS",45-64,None
853,"MADISON ST, NELSONVILLE",24-44,None
854,"SELBY RD, ATHENS",24-44,None
855,"W STATE ST, ATHENS",0-24,None
856,"S SHAFER ST, ATHENS",0-24,None
857,"E GREEN DR, NELSONVILLE",24-44,None
858,"MAY AVE, CHAUNCEY",0-24,None
859,"PALMER ST, ATHENS",24-44,None
860,"E GREEN DR, NELSONVILLE",24-44,None
861,"MILL ST, ATHENS",24-44,None
862,"E GREEN DR, ATHENS",0-24,None
863,"E GREEN DR, ATHENS",0-24,None
864,"E GREEN DR, ATHENS",0-24,None
865,"E GREEN DR, ATHENS",24-44,None
866,"E GREEN DR, ATHENS",0-24,None
867,"E GREEN DR, ATHENS",24-44,None
868,"E GREEN DR, ATHENS",0-24,None
869,"E GREEN DR, ATHENS",0-24,None
870,"E GREEN DR, ATHENS",0-24,None
871,"E GREEN DR, ATHENS",24-44,None
872,"E GREEN DR, ATHENS",24-44,None
873,"E GREEN DR, ATHENS",24-44,None
874,"N MCKINLEY AVE, ATHENS",0-24,None
875,"N MCKINLEY AVE, ATHENS",24-44,None
876,"S GREEN DR, ATHENS",24-44,None
877,"S GREEN DR, ATHENS",24-44,None
878,"S GREEN DR, ATHENS",24-44,None
879,"S GREEN DR, ATHENS",24-44,None
880,"S GREEN DR, ATHENS",24-44,None
881,"S GREEN DR, ATHENS",24-44,None
882,"S GREEN DR, ATHENS",24-44,None
883,"S GREEN DR, ATHENS",24-44,None
884,"S GREEN DR, ATHENS",0-24,None
885,"S GREEN DR, ATHENS",24-44,None
886,"S GREEN DR, ATHENS",24-44,None
887,"S GREEN DR, ATHENS",24-44,None
888,"S GREEN DR, ATHENS",0-24,None
889,"S GREEN DR, ATHENS",24-44,None
890,"S GREEN DR, ATHENS",24-44,None
891,"S GREEN DR, ATHENS",0-24,None
892,"S GREEN DR, ATHENS",0-24,None
893,"S GREEN DR, ATHENS",24-44,None
894,"S GREEN DR, ATHENS",0-24,None
895,"S GREEN DR, ATHENS",24-44,None
896,"S GREEN DR, ATHENS",0-24,None
897,"S GREEN DR, ATHENS",0-24,None
898,"S GREEN DR, ATHENS",24-44,None
899,"W GREEN DR, ATHENS",24-44,None
900,"W GREEN DR, ATHENS",0-24,None
901,"W GREEN DR, ATHENS",24-44,None
902,"W GREEN DR, ATHENS",24-44,None
903,"W GREEN DR, ATHENS",0-24,None
904,"W GREEN DR, ATHENS",0-24,None
905,"W GREEN DR, ATHENS",24-44,None
906,"W GREEN DR, ATHENS",0-24,D
907,"W GREEN DR, ATHENS",24-44,None
908,"W GREEN DR, ATHENS",24-44,None
909,"W GREEN DR, ATHENS",0-24,None
910,"W GREEN DR, ATHENS",24-44,None
911,"W GREEN DR, ATHENS",0-24,None
912,"W GREEN DR, ATHENS",24-44,None
913,"W GREEN DR, ATHENS",0-24,None
914,"W GREEN DR, ATHENS",24-44,None
915,"W GREEN DR, ATHENS",24-44,None
916,"W GREEN DR, ATHENS",24-44,None
917,"W GREEN DR, ATHENS",24-44,None
918,"W GREEN DR, ATHENS",24-44,None
919,"N MCKINLEY AVE, ATHENS",24-44,None
920,"S GREEN DR, ATHENS",0-24,None
921,"S GREEN DR, ATHENS",24-44,None
922,"S GREEN DR, ATHENS",24-44,None
923,"S GREEN DR, ATHENS",24-44,None
924,"S GREEN DR, ATHENS",24-44,None
925,"HOCKING ST, ATHENS",0-24,None
926,"UNITED LN, ATHENS",24-44,D
927,"ALTAMONTE DR, ATHENS",24-44,None
928,"HUNTERDON RD, GLOUSTER",24-44,None
929,"S SHAFER ST, ATHENS",0-24,None
930,"WOOD RD, ALBANY",24-44,None
931,"DOWLER RIDGE RD, NEW MARSHFIELD",65+,None
932,"N CLINTON ST, THE PLAINS",65+,None
933,"MORRIS AVE, ATHENS",24-44,D
934,"MORRIS AVE, ATHENS",24-44,D
935,"S LANCASTER ST, ATHENS",0-24,None
936,"CONCORD CHURCH RD, GLOUSTER",24-44,None
937,"N CONGRESS ST, ATHENS",24-44,D
938,"RICHLAND AVE, ATHENS",0-24,None
939,"MAY AVE, CHAUNCEY",45-64,None
940,"S GREEN DR, ATHENS",24-44,None
941,"N MCKINLEY AVE, ATHENS",0-24,None
942,"ANDOVER RD, ATHENS",24-44,None
943,"ANDOVER RD, ATHENS",24-44,None
944,"W WASHINGTON ST, ATHENS",0-24,None
945,"ELLIOTT ST, ATHENS",0-24,None
946,"1/2 N CONGRESS ST, ATHENS",0-24,None
947,"N SHAFER ST, ATHENS",24-44,None
948,"CARDINAL LN, ATHENS",24-44,None
949,"ARMITAGE RD, ATHENS",45-64,None
950,"SR 691, NELSONVILLE",0-24,None
951,"N MAY AVE, ATHENS",24-44,None
952,"CENTRAL AVE, ATHENS",45-64,None
953,"STATION ST, ATHENS",0-24,None
954,"JACOBS AVE, CHAUNCEY",65+,None
955,"STATE ST, ALBANY",24-44,None
956,"TOWNSHIP ROAD 119, COOLVILLE",65+,None
957,"MAY AVE, CHAUNCEY",45-64,None
958,"UNIVERSITY TER, ATHENS",0-24,None
959,"CARRIAGE HILL DR, ATHENS",24-44,None
960,"HARRISON ST, AMESVILLE",24-44,None
961,"S SHAFER ST, ATHENS",24-44,None
962,"UNITED LN, ATHENS",24-44,None
963,"S GREEN DR, ATHENS",24-44,None
964,"S GREEN DR, ATHENS",24-44,None
965,"S GREEN DR, ATHENS",0-24,None
966,"S GREEN DR, ATHENS",0-24,None
967,"S GREEN DR, ATHENS",0-24,None
968,"S GREEN DR, ATHENS",0-24,None
969,"S GREEN DR, ATHENS",0-24,None
970,"S GREEN DR, ATHENS",0-24,None
971,"S GREEN DR, ATHENS",24-44,None
972,"S GREEN DR, ATHENS",24-44,None
973,"S GREEN DR, ATHENS",0-24,None
974,"S GREEN DR, ATHENS",24-44,None
975,"S GREEN DR, ATHENS",24-44,None
976,"S GREEN DR, ATHENS",24-44,None
977,"S GREEN DR, ATHENS",24-44,None
978,"S GREEN DR, ATHENS",24-44,None
979,"S GREEN DR, ATHENS",24-44,None
980,"S GREEN DR, ATHENS",24-44,None
981,"S GREEN DR, ATHENS",24-44,None
982,"S GREEN DR, ATHENS",24-44,None
983,"S GREEN DR, ATHENS",24-44,None
984,"S GREEN DR, ATHENS",24-44,None
985,"S GREEN DR, ATHENS",24-44,None
986,"S GREEN DR, ATHENS",24-44,None
987,"S GREEN DR, ATHENS",24-44,None
988,"S GREEN DR, ATHENS",24-44,None
989,"S GREEN DR, ATHENS",24-44,None
990,"S GREEN DR, ATHENS",24-44,None
991,"S GREEN DR, ATHENS",24-44,None
992,"S GREEN DR, ATHENS",24-44,None
993,"S GREEN DR, ATHENS",24-44,None
994,"S GREEN DR, ATHENS",24-44,None
995,"S GREEN DR, ATHENS",24-44,None
996,"S GREEN DR, ATHENS",24-44,None
997,"S GREEN DR, ATHENS",24-44,None
998,"S GREEN DR, ATHENS",24-44,None
999,"S GREEN DR, ATHENS",24-44,None
1000,"S GREEN DR, ATHENS",24-44,None
1001,"S GREEN DR, ATHENS",24-44,None
1002,"S GREEN DR, ATHENS",0-24,None
1003,"S GREEN DR, ATHENS",24-44,None
1004,"S GREEN DR, ATHENS",24-44,None
1005,"S GREEN DR, ATHENS",0-24,None
1006,"S GREEN DR, ATHENS",24-44,None
1007,"S GREEN DR, ATHENS",0-24,None
1008,"S GREEN DR, ATHENS",0-24,None
1009,"S GREEN DR, ATHENS",24-44,None
1010,"S GREEN DR, ATHENS",24-44,None
1011,"S GREEN DR, ATHENS",24-44,None
1012,"S GREEN DR, ATHENS",24-44,None
1013,"S GREEN DR, ATHENS",24-44,None
1014,"S GREEN DR, ATHENS",24-44,None
1015,"W FRANKLIN ST, NELSONVILLE",65+,None
1016,"W FRANKLIN ST, NELSONVILLE",65+,None
1017,"CHESTNUT ST, NELSONVILLE",24-44,None
1018,"N MCKINLEY AVE, ATHENS",24-44,None
1019,"MATHENY RD, NELSONVILLE",24-44,None
1020,"S CONGRESS ST, ATHENS",0-24,None
1021,"ELLIOTSVILLE RD, ATHENS",24-44,None
1022,"MORRIS AVE, ATHENS",24-44,None
1023,"CAROL LN, ATHENS",24-44,D
1024,"MORRIS AVE, ATHENS",24-44,None
1025,"KRAMER LN, ATHENS",24-44,None
1026,"UNIVERSITY ESTATES BLVD, ATHENS",24-44,None
1027,"N PLAINS RD, THE PLAINS",24-44,None
1028,"S SHANNON AVE, ATHENS",24-44,D
1029,"SUSSEX DR, ATHENS",24-44,None
1030,"LIGHTNER RD, GUYSVILLE",24-44,None
1031,"E COLUMBUS ST, NELSONVILLE",45-64,None
1032,"N PLAINS RD, THE PLAINS",24-44,None
1033,"N TORCH RD, COOLVILLE",24-44,None
1034,"HUDSON AVE, ATHENS",24-44,D
1035,"HUDSON AVE, ATHENS",24-44,D
1036,"N CLINTON ST, THE PLAINS",24-44,None
1037,"SR 691, NELSONVILLE",24-44,None
1038,"SR 329, GUYSVILLE",24-44,None
1039,"SR 329, AMESVILLE",24-44,None
1040,"SR 329, GUYSVILLE",45-64,None
1041,"E GREEN DR, ATHENS",24-44,None
1042,"E GREEN DR, ATHENS",24-44,None
1043,"E GREEN DR, ATHENS",24-44,None
1044,"E GREEN DR, ATHENS",0-24,None
1045,"E GREEN DR, ATHENS",0-24,None
1046,"E GREEN DR, ATHENS",24-44,None
1047,"E GREEN DR, ATHENS",0-24,None
1048,"E GREEN DR, ATHENS",24-44,None
1049,"E GREEN DR, ATHENS",24-44,None
1050,"E GREEN DR, ATHENS",24-44,None
1051,"E GREEN DR, ATHENS",24-44,None
1052,"E GREEN DR, ATHENS",24-44,None
1053,"E GREEN DR, ATHENS",24-44,None
1054,"E GREEN DR, ATHENS",24-44,None
1055,"E GREEN DR, ATHENS",24-44,None
1056,"E GREEN DR, ATHENS",0-24,None
1057,"E GREEN DR, ATHENS",0-24,None
1058,"E GREEN DR, ATHENS",24-44,None
1059,"E GREEN DR, ATHENS",0-24,None
1060,"S GREEN DR, ATHENS",24-44,None
1061,"S GREEN DR, ATHENS",24-44,None
1062,"S GREEN DR, ATHENS",24-44,None
1063,"S GREEN DR, ATHENS",24-44,None
1064,"S GREEN DR, ATHENS",24-44,D
1065,"S GREEN DR, ATHENS",24-44,None
1066,"S GREEN DR, ATHENS",24-44,None
1067,"S GREEN DR, ATHENS",24-44,None
1068,"S GREEN DR, ATHENS",24-44,None
1069,"S GREEN DR, ATHENS",24-44,None
1070,"S GREEN DR, ATHENS",24-44,None
1071,"S GREEN DR, ATHENS",24-44,None
1072,"S GREEN DR, ATHENS",24-44,None
1073,"S GREEN DR, ATHENS",24-44,None
1074,"W GREEN DR, ATHENS",0-24,None
1075,"W GREEN DR, ATHENS",24-44,None
1076,"W GREEN DR, ATHENS",0-24,None
1077,"W GREEN DR, ATHENS",0-24,None
1078,"W GREEN DR, ATHENS",24-44,None
1079,"W GREEN DR, ATHENS",0-24,None
1080,"W GREEN DR, ATHENS",0-24,None
1081,"W GREEN DR, ATHENS",24-44,None
1082,"W GREEN DR, ATHENS",0-24,None
1083,"W GREEN DR, ATHENS",24-44,None
1084,"W GREEN DR, ATHENS",0-24,None
1085,"S GREEN DR, ATHENS",24-44,None
1086,"S GREEN DR, ATHENS",24-44,None
1087,"S GREEN DR, ATHENS",24-44,None
1088,"S GREEN DR, ATHENS",0-24,None
1089,"S GREEN DR, ATHENS",24-44,None
1090,"W CARPENTER ST, ATHENS",0-24,None
1091,"UTAH PL, ATHENS",65+,D
1092,"MILL ST, ATHENS",0-24,None
1093,"1/2 S CONGRESS ST, ATHENS",0-24,None
1094,"1/2 S COURT ST, ATHENS",0-24,None
1095,"W SECOND ST, THE PLAINS",24-44,None
1096,"W STATE ST, ATHENS",0-24,None
1097,"S GREEN DR, ATHENS",0-24,None
1098,"W STATE ST, ATHENS",0-24,None
1099,"SR 13, MILLFIELD",45-64,None
1100,"W STATE ST, ATHENS",0-24,None
1101,"N SHAFER ST, ATHENS",0-24,None
1102,"E OXBOW TRL, ATHENS",0-24,None
1103,"N MCKINLEY AVE, ATHENS",0-24,None
1104,"E UNION ST, ATHENS",0-24,None
1105,"MILLIRON ST, ATHENS",0-24,None
1106,"N MCKINLEY AVE, ATHENS",0-24,None
1107,"N MCKINLEY AVE, ATHENS",0-24,None
1108,"STROUDS RUN RD, ATHENS",24-44,None
1109,"UNIVERSITY ESTATES BLVD, ATHENS",24-44,None
1110,"W WASHINGTON ST, NELSONVILLE",45-64,None
1111,"CENTRAL AVE, ATHENS",45-64,None
1112,"MUSH RUN RD, ATHENS",24-44,D
1113,"WALNUT ST, NELSONVILLE",45-64,None
1114,"CARRIAGE HILL DR, ATHENS",24-44,None
