,STREET,AGE_RANGE,PARTY_AFFILIATION
14388,"POPLAR ST, NELSONVILLE",45-64,None
14389,"BURR OAK BLVD, NELSONVILLE",24-44,None
14390,"NURAD RD, ATHENS",24-44,None
14391,"FREDERICK ST, NELSONVILLE",24-44,None
14392,"MEADOWBROOK RD, ALBANY",24-44,None
14393,"LOCUST ST, GLOUSTER",24-44,None
14394,"HOGUE HOLLOW RD, GUYSVILLE",24-44,None
14395,"MAIN ST, GLOUSTER",45-64,None
14396,"N COOLVILLE RIDGE RD, ATHENS",45-64,None
14397,"FELTON RD, STEWART",65+,None
14398,"JACKSON ST, NELSONVILLE",24-44,None
14399,"N SHANNON AVE, ATHENS",24-44,None
14400,"SR 144, COOLVILLE",45-64,None
14401,"N SHANNON AVE, ATHENS",24-44,None
14402,"LOCUST ST, GLOUSTER",45-64,None
14403,"DELLA DR, ATHENS",45-64,None
14404,"HUCKLEBERRY RD, COOLVILLE",45-64,None
14405,"E FOURTH ST, THE PLAINS",65+,None
14406,"JACKSON ST, NELSONVILLE",24-44,None
14407,"SALEM RD, ATHENS",24-44,None
14408,"MAIN ST, THE PLAINS",24-44,None
14409,"MILLFIELD RD, MILLFIELD",24-44,None
14410,"TWELFTH ST, NELSONVILLE",0-24,None
14411,"VORE RIDGE RD, ATHENS",24-44,None
14412,"E FIRST ST, THE PLAINS",65+,None
14413,"FORT ST, NELSONVILLE",45-64,None
14414,"ALTAMONTE DR, ATHENS",24-44,None
14415,"E FIRST ST, THE PLAINS",45-64,None
14416,"N LANCASTER ST, ATHENS",24-44,None
14417,"POMEROY RD, ATHENS",24-44,D
14418,"UNIVERSITY ESTATES BLVD, ATHENS",24-44,None
14419,"SOUTH ST, THE PLAINS",45-64,None
14420,"SR 681, ALBANY",45-64,None
14421,"BAKER RD, ATHENS",24-44,None
14422,"SELBY RD, ATHENS",45-64,None
14423,"CHASE RD, ALBANY",45-64,None
14424,"COE RD, ALBANY",24-44,None
14425,"BARBOUR ST, GLOUSTER",24-44,None
14426,"W WASHINGTON ST, ATHENS",24-44,None
14427,"CHESTNUT ST, NELSONVILLE",45-64,None
14428,"BARBOUR ST, GLOUSTER",45-64,None
14429,"HOPE DR, ATHENS",24-44,None
14430,"MILL ST, CHAUNCEY",24-44,None
14431,"LEXINGTON AVE, CHAUNCEY",45-64,None
14432,"PLEASANTVIEW AVE, NELSONVILLE",24-44,None
14433,"LADD RIDGE RD, ATHENS",24-44,D
14434,"WESTFIELD PL, ATHENS",45-64,None
14435,"JONATHAN LN, ALBANY",45-64,None
14436,"FIFTH ST, THE PLAINS",24-44,None
14437,"SR 13, MILLFIELD",24-44,None
14438,"VORE RIDGE RD, ATHENS",45-64,None
14439,"JEFFERSON ST, NELSONVILLE",45-64,None
14440,"CRIHFIELD DR, NELSONVILLE",45-64,None
14441,"CHESTNUT ST, NELSONVILLE",45-64,None
14442,"SR 685, GLOUSTER",65+,None
14443,"BRIARWOOD DR, ATHENS",24-44,D
14444,"VORE RIDGE RD, ATHENS",45-64,None
14445,"W STATE ST, ATHENS",24-44,D
14446,"ARMITAGE RD, ATHENS",24-44,None
14447,"MULLIGAN RD, ATHENS",0-24,None
14448,"BROWN AVE, ATHENS",24-44,None
14449,"W CARPENTER ST, ATHENS",24-44,None
14450,"S SHAFER ST, ATHENS",24-44,D
14451,"HUDSON AVE, ATHENS",24-44,D
14452,"W STATE ST, ATHENS",24-44,None
14453,"S GREEN DR, ATHENS",24-44,None
14454,"S GREEN DR, ATHENS",24-44,None
14455,"S GREEN DR, ATHENS",24-44,None
14456,"ZION RD, SHADE",24-44,None
14457,"WALKER ST, ATHENS",24-44,None
14458,"COLUMBIA AVE, ATHENS",24-44,None
14459,"N MCKINLEY AVE, ATHENS",24-44,None
14460,"E STATE ST, ATHENS",24-44,None
14461,"N MCKINLEY AVE, ATHENS",24-44,None
14462,"S SHAFER ST, ATHENS",24-44,None
14463,"SELBY RD, ATHENS",65+,None
14464,"RUFUS ST, ATHENS",24-44,None
14465,"FRANKLIN AVE, ATHENS",24-44,None
14466,"HOPE DR, ATHENS",0-24,None
14467,"S GREEN DR, ATHENS",0-24,None
14468,"1/2 N COURT ST, ATHENS",24-44,None
14469,"S SHAFER ST, ATHENS",24-44,None
14470,"W WASHINGTON ST, ATHENS",24-44,None
14471,"SECOND ST, ATHENS",24-44,None
14472,"SMITH ST, ATHENS",24-44,None
14473,"RICHLAND AVE, ATHENS",24-44,None
14474,"W WASHINGTON ST, ATHENS",24-44,None
14475,"W WASHINGTON ST, ATHENS",24-44,None
14476,"W UNION ST, ATHENS",24-44,None
14477,"ANDOVER RD, ATHENS",24-44,None
14478,"S CONGRESS ST, ATHENS",24-44,None
14479,"N CONGRESS ST, ATHENS",24-44,None
14480,"N CONGRESS ST, ATHENS",24-44,None
14481,"W STATE ST, ATHENS",24-44,None
14482,"ALTAMONTE DR, ATHENS",65+,None
14483,"S COLLEGE ST, ATHENS",24-44,None
14484,"S COLLEGE ST, ATHENS",24-44,None
14485,"S LANCASTER ST, ATHENS",24-44,None
14486,"MILL ST, ATHENS",24-44,None
14487,"FRANKLIN AVE, ATHENS",24-44,None
14488,"N CONGRESS ST, ATHENS",24-44,None
14489,"W HILLS DR, ATHENS",24-44,None
14490,"UNIVERSITY ESTATES BLVD, ATHENS",65+,None
14491,"E CARPENTER ST, ATHENS",24-44,None
14492,"MAY AVE, CHAUNCEY",45-64,None
14493,"E CANAL ST, NELSONVILLE",24-44,None
14494,"E CANAL ST, NELSONVILLE",24-44,None
14495,"E CANAL ST, NELSONVILLE",45-64,None
14496,"E CANAL ST, NELSONVILLE",24-44,None
14497,"E CANAL ST, NELSONVILLE",45-64,None
14498,"DALTON DR, NELSONVILLE",24-44,None
14499,"E CANAL ST, NELSONVILLE",45-64,None
14500,"E FIRST ST, THE PLAINS",45-64,None
14501,"N PLAINS RD, THE PLAINS",24-44,None
14502,"CARRIAGE HILL DR, ATHENS",24-44,None
14503,"SR 329, STEWART",0-24,D
14504,"CONNETT RD, NELSONVILLE",24-44,None
14505,"N PLAINS RD, THE PLAINS",65+,None
14506,"DELLA DR, ATHENS",65+,None
14507,"POSTON RD, THE PLAINS",24-44,D
14508,"S GREEN DR, ATHENS",0-24,None
14509,"E CARPENTER ST, ATHENS",24-44,None
14510,"MILL ST, ATHENS",24-44,D
14511,"HEATHERSTONE DR, ATHENS",0-24,None
14512,"RICHLAND AVE, ATHENS",24-44,None
14513,"HARMONY RD, ATHENS",0-24,None
14514,"HAPPY HOLLOW RD, NELSONVILLE",24-44,None
14515,"POTTER RD, GUYSVILLE",24-44,None
14516,"SPRING ST, GLOUSTER",24-44,None
14517,"LOCUST ALY, GUYSVILLE",24-44,None
14518,"BRAUN ST, GLOUSTER",24-44,None
14519,"S GREEN DR, ATHENS",0-24,None
14520,"HUDSON AVE, ATHENS",24-44,None
14521,"HUDSON AVE, ATHENS",24-44,None
14522,"S GREEN DR, ATHENS",0-24,None
14523,"N LANCASTER ST, ATHENS",24-44,D
14524,"1/2 N CONGRESS ST, ATHENS",24-44,None
14525,"N LANCASTER ST, ATHENS",24-44,None
14526,"RUFUS ST, ATHENS",24-44,None
14527,"FOSTER PL, ATHENS",24-44,None
14528,"PLEASANT HILL RD, ATHENS",24-44,None
14529,"COUNTRY CLUB RD, ATHENS",0-24,D
14530,"W CLINTON ST, ALBANY",45-64,None
14531,"MAIN ST, THE PLAINS",24-44,None
14532,"1/2 W WASHINGTON ST, ATHENS",24-44,D
14533,"CARRIAGE HILL DR, ATHENS",24-44,None
14534,"FACTORY RD, ALBANY",24-44,None
14535,"HENRY RD, AMESVILLE",24-44,None
14536,"CONCORD CHURCH RD, GLOUSTER",45-64,None
14537,"LORENE AVE, ATHENS",24-44,None
14538,"CARRIAGE HILL DR, ATHENS",24-44,None
14539,"GROSVENOR ST, ATHENS",24-44,None
14540,"MADISON ST, NELSONVILLE",45-64,None
14541,"NORTH ST, THE PLAINS",24-44,R
14542,"LORENE AVE, ATHENS",24-44,None
14543,"MADISON ST, NELSONVILLE",45-64,None
14544,"E CANAL ST, NELSONVILLE",24-44,None
14545,"DUTCH CREEK RD, ATHENS",24-44,None
14546,"HEATHERSTONE DR, ATHENS",24-44,None
14547,"E GREEN DR, NELSONVILLE",0-24,None
14548,"HOCKING PARKWAY, NELSONVILLE",0-24,None
14549,"JONESWOOD DR, ATHENS",45-64,None
14550,"ANDOVER RD, ATHENS",24-44,None
14551,"BAKER RD, ATHENS",45-64,None
14552,"MORRIS AVE, ATHENS",24-44,None
14553,"FIFTH ST, THE PLAINS",24-44,None
14554,"S CANAAN RD, GUYSVILLE",24-44,None
14555,"VORE RIDGE RD, ATHENS",65+,None
14556,"AVANELLE DR, ATHENS",24-44,D
14557,"N PLAINS RD, THE PLAINS",24-44,None
14558,"FRUM RD, ATHENS",24-44,None
14559,"N SHAFER ST, ATHENS",24-44,None
14560,"LEMASTER RD, ATHENS",24-44,None
14561,"MAIN ST, MILLFIELD",45-64,None
14562,"LUHRIG RD, ATHENS",24-44,None
14563,"MAIN ST, MILLFIELD",45-64,None
14564,"BAKER RD, ATHENS",45-64,None
14565,"MAIN ST, MILLFIELD",65+,None
14566,"BROAD ST, ALBANY",45-64,None
14567,"N COOLVILLE RIDGE RD, ATHENS",24-44,None
14568,"POPLAR ST, NELSONVILLE",24-44,None
14569,"S BLACKBURN RD, ATHENS",45-64,None
14570,"MADISON ST, GLOUSTER",24-44,None
14571,"EDEN PL, ATHENS",65+,None
14572,"S COLLEGE ST, ATHENS",0-24,None
14573,"HARRIS DR, ATHENS",24-44,None
14574,"GRAHAM DR, ATHENS",24-44,None
14575,"N PLAINS RD, THE PLAINS",24-44,None
14576,"WALKER ST, ATHENS",24-44,None
14577,"W CLINTON ST, ALBANY",24-44,None
14578,"W UNION ST, ATHENS",24-44,None
14579,"WALNUT ST, NELSONVILLE",24-44,None
14580,"TAYLOR RIDGE RD, GLOUSTER",45-64,None
14581,"SELBY RD, ATHENS",24-44,None
14582,"W WASHINGTON ST, ATHENS",24-44,None
14583,"MAIN ST, COOLVILLE",45-64,None
14584,"MCDOUGAL RD, MILLFIELD",45-64,None
14585,"N MCKINLEY AVE, ATHENS",24-44,None
14586,"GROSVENOR ST, ATHENS",0-24,None
14587,"VORE RIDGE RD, ATHENS",45-64,None
14588,"N MCKINLEY AVE, ATHENS",0-24,None
14589,"MILL ST, ATHENS",24-44,None
14590,"S SHAFER ST, ATHENS",0-24,None
14591,"S HIGH ST, ATHENS",0-24,None
14592,"N COLLEGE ST, ATHENS",0-24,None
14593,"S COLLEGE ST, ATHENS",24-44,None
14594,"MILL ST, ATHENS",0-24,None
14595,"S GREEN DR, ATHENS",0-24,None
14596,"S GREEN DR, ATHENS",0-24,None
14597,"E CARPENTER ST, ATHENS",0-24,None
14598,"N COLLEGE ST, ATHENS",0-24,None
14599,"LEXINGTON AVE, CHAUNCEY",24-44,None
14600,"N COURT ST, ATHENS",0-24,None
14601,"COMMUNITY DR, ATHENS",24-44,None
14602,"KURTZ ST, ATHENS",0-24,None
14603,"RICHLAND AVE, ATHENS",24-44,D
14604,"N LANCASTER ST, ATHENS",24-44,None
14605,"COMMUNITY DR, ATHENS",0-24,None
14606,"NEW MARSHFIELD RD, NEW MARSHFIELD",45-64,None
14607,"E CLEARVIEW DR, ATHENS",24-44,None
14608,"E STATE ST, ATHENS",24-44,None
14609,"OAK ST, ATHENS",0-24,None
14610,"E UNION ST, ATHENS",24-44,None
14611,"LOTTRIDGE RD, COOLVILLE",45-64,None
14612,"POPLAR ST, NELSONVILLE",0-24,None
14613,"S CONGRESS ST, ATHENS",0-24,None
14614,"PETE SMITH RD, ATHENS",24-44,None
14615,"S SHAFER ST, ATHENS",24-44,None
14616,"BETHANY RIDGE RD, GUYSVILLE",0-24,None
14617,"N LANCASTER ST, ATHENS",24-44,None
14618,"KURTZ ST, ATHENS",24-44,None
14619,"BRIARWOOD DR, ATHENS",24-44,None
14620,"RICHLAND AVE, ATHENS",24-44,None
14621,"TRUETOWN RD, MILLFIELD",24-44,None
14622,"S COURT ST, ATHENS",24-44,None
14623,"MORRIS AVE, ATHENS",0-24,None
14624,"S CONGRESS ST, ATHENS",0-24,None
14625,"W UNION ST, ATHENS",24-44,None
14626,"CRIHFIELD DR, NELSONVILLE",24-44,None
14627,"S GREEN DR, ATHENS",24-44,None
14628,"S GREEN DR, ATHENS",0-24,None
14629,"S GREEN DR, ATHENS",0-24,None
14630,"S GREEN DR, ATHENS",0-24,None
14631,"CHESTNUT ST, NELSONVILLE",45-64,None
14632,"S GREEN DR, ATHENS",0-24,None
14633,"RICHLAND AVE, ATHENS",24-44,None
14634,"CARRIAGE HILL DR, ATHENS",24-44,None
14635,"CARRIAGE HILL DR, ATHENS",0-24,None
14636,"HOOPER RIDGE RD, MILLFIELD",45-64,None
14637,"COLUMBUS RD, ATHENS",24-44,None
14638,"E FOURTH ST, THE PLAINS",24-44,None
14639,"ERVIN RD, ATHENS",24-44,None
14640,"COLUMBUS RD, ATHENS",24-44,None
14641,"1/2 S COURT ST, ATHENS",0-24,None
14642,"S CONGRESS ST, ATHENS",0-24,None
14643,"S COURT ST, ATHENS",24-44,None
14644,"W STATE ST, ATHENS",0-24,None
14645,"N COURT ST, ATHENS",24-44,None
14646,"FERN ST, ATHENS",0-24,None
14647,"RICHLAND AVE, ATHENS",24-44,None
14648,"S LANCASTER ST, ATHENS",24-44,None
14649,"MURPHY RD, AMESVILLE",65+,None
14650,"S SHAFER ST, ATHENS",24-44,None
14651,"BURR OAK BLVD, NELSONVILLE",24-44,None
14652,"MILL ST, ATHENS",24-44,None
14653,"S COLLEGE ST, ATHENS",24-44,None
14654,"UTAH PL, ATHENS",24-44,D
14655,"SR 690, ATHENS",24-44,None
14656,"S COLLEGE ST, ATHENS",24-44,R
14657,"CHARLES ST, ATHENS",65+,None
14658,"N MCKINLEY AVE, ATHENS",24-44,None
14659,"PERRY RIDGE RD, NELSONVILLE",45-64,None
14660,"FACTORY RD, ALBANY",65+,None
14661,"W STATE ST, ATHENS",24-44,None
14662,"RICHLAND AVE, ATHENS",24-44,None
14663,"RICHLAND AVE, ATHENS",24-44,None
14664,"S CONGRESS ST, ATHENS",24-44,None
14665,"S COURT ST, ATHENS",24-44,None
14666,"E STATE ST, ATHENS",24-44,None
14667,"N CONGRESS ST, ATHENS",24-44,None
14668,"W STATE ST, ATHENS",24-44,None
14669,"N MCKINLEY AVE, ATHENS",24-44,None
14670,"W STIMSON AVE, ATHENS",24-44,None
14671,"KURTZ ST, ATHENS",24-44,None
14672,"S CONGRESS ST, ATHENS",24-44,None
14673,"S CONGRESS ST, ATHENS",24-44,None
14674,"TORCH RD, COOLVILLE",24-44,None
14675,"HOME ST, ATHENS",45-64,None
14676,"N CONGRESS ST, ATHENS",24-44,None
14677,"W UNION ST, ATHENS",24-44,None
14678,"FERN ST, ATHENS",24-44,None
14679,"S CONGRESS ST, ATHENS",24-44,None
14680,"S COURT ST, ATHENS",24-44,None
14681,"RICHLAND AVE, ATHENS",24-44,None
14682,"S GREEN DR, ATHENS",24-44,None
14683,"S GREEN DR, ATHENS",24-44,None
14684,"N SHAFER ST, ATHENS",24-44,None
14685,"CORNELL RD, ATHENS",24-44,None
14686,"N CONGRESS ST, ATHENS",24-44,None
14687,"CORNELL RD, ATHENS",24-44,None
14688,"E STATE ST, ATHENS",24-44,None
14689,"RAYMOND DR, ATHENS",24-44,None
14690,"S CONGRESS ST, ATHENS",24-44,None
14691,"N CONGRESS ST, ATHENS",24-44,None
14692,"S GREEN DR, ATHENS",24-44,None
14693,"MILL ST, ATHENS",24-44,None
14694,"MULLIGAN RD, ATHENS",24-44,None
14695,"CORNELL RD, ATHENS",24-44,None
14696,"BRANDEBERRY RD, COOLVILLE",24-44,None
14697,"MADISON AVE, ATHENS",24-44,None
14698,"FIRST ST, ATHENS",24-44,None
14699,"N COLLEGE ST, ATHENS",24-44,None
14700,"S COURT ST, ATHENS",24-44,None
14701,"RICHLAND AVE, ATHENS",24-44,None
14702,"E CLEARVIEW DR, ATHENS",24-44,None
14703,"RICHLAND AVE, ATHENS",24-44,None
14704,"S GREEN DR, ATHENS",24-44,None
14705,"E STIMSON AVE, ATHENS",24-44,None
14706,"HEBBARDSVILLE RD, ALBANY",24-44,None
14707,"STEWART ST, ATHENS",24-44,None
14708,"N MCKINLEY AVE, ATHENS",24-44,None
14709,"HOME ST, ATHENS",24-44,None
14710,"S GREEN DR, ATHENS",24-44,None
14711,"S COURT ST, ATHENS",24-44,None
14712,"S COLLEGE ST, ATHENS",24-44,None
14713,"FERN ST, ATHENS",24-44,None
14714,"COMMUNITY DR, ATHENS",24-44,None
14715,"S GREEN DR, ATHENS",24-44,None
14716,"RICHLAND AVE, ATHENS",24-44,None
14717,"HOCKING PARKWAY, NELSONVILLE",24-44,None
14718,"N CONGRESS ST, ATHENS",24-44,None
14719,"W UNION ST, ATHENS",24-44,None
14720,"S SHAFER ST, ATHENS",24-44,None
14721,"WEMER RD, GLOUSTER",24-44,None
14722,"BEAN RD, THE PLAINS",45-64,None
14723,"SR 691, NELSONVILLE",24-44,None
14724,"W WASHINGTON ST, NELSONVILLE",45-64,None
14725,"BEAN HOLLOW RD, ATHENS",24-44,None
14726,"BEAN HOLLOW RD, ATHENS",24-44,None
14727,"SR 691, NELSONVILLE",24-44,None
14728,"MILLER ST, ATHENS",45-64,None
14729,"HEBBARDSVILLE RD, ALBANY",24-44,None
14730,"POPLAR ST, NELSONVILLE",24-44,None
14731,"CIRCLE 33 RD, NELSONVILLE",24-44,None
14732,"MONSERAT RIDGE RD, MILLFIELD",24-44,None
14733,"SR 13, MILLFIELD",24-44,None
14734,"SR 78, GLOUSTER",45-64,None
14735,"FORT ST, NELSONVILLE",45-64,None
14736,"SR 691, NELSONVILLE",24-44,None
14737,"S MAY AVE, ATHENS",24-44,None
14738,"E FIRST ST, THE PLAINS",45-64,None
14739,"ROSSETTER RD, ALBANY",65+,None
14740,"CARRIAGE HILL DR, ATHENS",24-44,None
14741,"WOODMERE DR, ATHENS",45-64,None
14742,"PERRY RIDGE RD, NELSONVILLE",24-44,None
14743,"N CONGRESS ST, ATHENS",24-44,None
14744,"AVON PL, ATHENS",24-44,None
14745,"NORTHPOINT DR, ATHENS",45-64,None
14746,"CARROLL RD, ATHENS",24-44,None
14747,"ROCK ST, COOLVILLE",24-44,None
14748,"KURTZ ST, ATHENS",45-64,None
14749,"HUNTERDON RD, GLOUSTER",24-44,None
14750,"OAK ST, NELSONVILLE",45-64,None
14751,"POMEROY RD, ATHENS",45-64,None
14752,"E CARPENTER ST, ATHENS",45-64,None
14753,"CANAANVILLE HILLS RD, ATHENS",24-44,None
14754,"LIARS CORNER RD, MILLFIELD",45-64,None
14755,"RADFORD RD, ATHENS",24-44,None
14756,"ANDOVER RD, ATHENS",45-64,None
14757,"BESSEMER RD, NELSONVILLE",24-44,None
14758,"N MCKINLEY AVE, ATHENS",24-44,None
14759,"E SCATTER RIDGE RD, ATHENS",24-44,None
14760,"SR 56, ATHENS",45-64,None
14761,"SALEM RD, ATHENS",24-44,None
14762,"RICHLAND AVE, ATHENS",24-44,None
14763,"HUNTERDON RD, GLOUSTER",45-64,None
14764,"WASHINGTON RD, ALBANY",24-44,None
14765,"ROBBINS RD, NELSONVILLE",24-44,None
14766,"SR 329, STEWART",24-44,None
14767,"MILL ST, CHAUNCEY",24-44,None
14768,"GRAHAM DR, ATHENS",45-64,None
14769,"FRANKLIN AVE, ATHENS",24-44,None
14770,"GRAHAM DR, ATHENS",24-44,None
14771,"HOWARD RD, MILLFIELD",24-44,D
14772,"POMEROY RD, ATHENS",24-44,None
14773,"W STATE ST, ATHENS",24-44,None
14774,"W UNION ST, ATHENS",24-44,None
14775,"ROY AVE, THE PLAINS",24-44,None
14776,"BAKER RD, ATHENS",24-44,None
14777,"MORRIS AVE, ATHENS",24-44,D
14778,"CARRIAGE HILL DR, ATHENS",24-44,None
14779,"CARRIAGE HILL DR, ATHENS",24-44,None
14780,"MADISON ST, NELSONVILLE",24-44,None
14781,"MINKERS RUN RD, NELSONVILLE",24-44,None
14782,"S SHAFER ST, ATHENS",24-44,None
14783,"RUFUS ST, ATHENS",24-44,None
14784,"BROADWAY ST, COOLVILLE",45-64,None
14785,"MAPLEWOOD DR, ATHENS",0-24,None
14786,"N MCKINLEY AVE, ATHENS",24-44,None
14787,"N MCKINLEY AVE, ATHENS",24-44,None
14788,"HOPE DR, ATHENS",24-44,None
14789,"HOPE DR, ATHENS",24-44,None
14790,"HOPE DR, ATHENS",24-44,None
14791,"S LANCASTER ST, ATHENS",24-44,None
14792,"FRANKLIN AVE, ATHENS",24-44,D
14793,"RUFUS ST, ATHENS",24-44,None
14794,"FRANKLIN AVE, ATHENS",24-44,None
14795,"MAIN ST, COOLVILLE",65+,R
14796,"MAIN ST, COOLVILLE",65+,None
14797,"SR 124, HOCKINGPORT",65+,None
14798,"SR 124, HOCKINGPORT",65+,None
14799,"SR 124, HOCKINGPORT",45-64,None
14800,"1/2 W UNION ST, ATHENS",24-44,None
14801,"MILL ST, ATHENS",24-44,None
14802,"W UNION ST, ATHENS",24-44,None
14803,"LAVELLE RD, ATHENS",45-64,None
14804,"UNITED LN, ATHENS",24-44,None
14805,"UNITED LN, ATHENS",24-44,None
14806,"W WASHINGTON ST, ATHENS",24-44,None
14807,"S SHAFER ST, ATHENS",24-44,None
14808,"RICHLAND AVE, ATHENS",24-44,None
14809,"S SHAFER ST, ATHENS",24-44,None
14810,"W UNION ST, ATHENS",24-44,None
14811,"RICHLAND AVE, ATHENS",24-44,None
14812,"S COURT ST, ATHENS",24-44,None
14813,"STATION ST, ATHENS",24-44,None
14814,"S SHAFER ST, ATHENS",24-44,None
14815,"S SHAFER ST, ATHENS",24-44,None
14816,"RICHLAND AVE, ATHENS",24-44,None
14817,"FOSTER PL, ATHENS",24-44,None
14818,"UNIVERSITY TER, ATHENS",0-24,None
14819,"W UNION ST, ATHENS",24-44,None
14820,"NOTTINGHAM DR, ATHENS",45-64,D
14821,"HICKORY ST, ATHENS",24-44,None
14822,"RICHLAND AVE, ATHENS",24-44,None
14823,"ANDOVER RD, ATHENS",24-44,None
14824,"CARRIAGE HILL DR, ATHENS",0-24,None
14825,"SR 691, ATHENS",65+,None
14826,"LONG RUN RD, ATHENS",24-44,None
14827,"UNIVERSITY ESTATES BLVD, ATHENS",24-44,None
14828,"MARSHFIELD RD, ATHENS",45-64,None
14829,"MILL ST, ATHENS",0-24,None
14830,"E GREEN DR, NELSONVILLE",0-24,None
14831,"SALEM RD, ATHENS",0-24,None
14832,"SETTY RD, ALBANY",24-44,None
14833,"KURTZ ST, ATHENS",24-44,None
14834,"FRANKLIN AVE, ATHENS",0-24,None
14835,"JOHNSON RD, THE PLAINS",24-44,None
14836,"POSTON RD, ATHENS",45-64,None
14837,"FOREST ST, ATHENS",45-64,None
14838,"LOUISA AVE, ALBANY",24-44,None
14839,"S SHAFER ST, ATHENS",24-44,None
14840,"VARNER RD, GUYSVILLE",65+,None
14841,"RICHLAND AVE, ATHENS",0-24,None
14842,"E STATE ST, ATHENS",24-44,None
14843,"SR 550, ATHENS",24-44,None
14844,"S HARPER ST, NELSONVILLE",0-24,None
14845,"SMITH ST, ATHENS",24-44,None
14846,"RICHLAND AVE, ATHENS",24-44,D
14847,"OLD SR 56, NEW MARSHFIELD",24-44,None
14848,"N CLINTON ST, THE PLAINS",45-64,D
14849,"EDEN PL, ATHENS",24-44,None
14850,"OAK ST, NELSONVILLE",24-44,None
14851,"HOCKING PARKWAY, NELSONVILLE",0-24,None
14852,"HOCKING PARKWAY, NELSONVILLE",0-24,None
14853,"LUHRIG RD, ATHENS",24-44,None
14854,"HUNTER RD, GLOUSTER",24-44,None
14855,"EDEN PL, ATHENS",24-44,None
14856,"POMEROY RD, ATHENS",65+,None
14857,"POMEROY RD, ATHENS",65+,D
14858,"S GREEN DR, ATHENS",0-24,None
14859,"W STATE ST, ATHENS",24-44,None
14860,"MILL ST, ATHENS",24-44,R
14861,"W CLINTON ST, ALBANY",65+,None
14862,"W CLINTON ST, ALBANY",65+,None
14863,"RICHLAND AVE, ATHENS",24-44,None
14864,"AVON PL, ATHENS",0-24,None
14865,"RICHLAND AVE, ATHENS",24-44,None
14866,"S GREEN DR, ATHENS",0-24,None
14867,"FRANKLIN AVE, ATHENS",24-44,D
14868,"HOCKING PARKWAY, NELSONVILLE",0-24,None
14869,"W STATE ST, ATHENS",65+,None
14870,"N MCKINLEY AVE, ATHENS",24-44,D
14871,"ANDOVER RD, ATHENS",24-44,D
14872,"W UNION ST, ATHENS",65+,D
14873,"MAY AVE, CHAUNCEY",24-44,D
14874,"N PLAINS RD, THE PLAINS",24-44,None
14875,"N PLAINS RD, THE PLAINS",24-44,None
14876,"N MCKINLEY AVE, ATHENS",0-24,None
14877,"RIVERFRONT RD, HOCKINGPORT",24-44,None
14878,"ELMWOOD PL, ATHENS",65+,None
14879,"SR 550, ATHENS",0-24,None
14880,"CANTERBURY DR, ATHENS",0-24,D
14881,"LOUISA AVE, ALBANY",24-44,None
14882,"MORRIS AVE, ATHENS",24-44,None
14883,"MAIN ST, COOLVILLE",45-64,None
14884,"SECOND ST, ATHENS",0-24,None
14885,"HEBBARDSVILLE RD, ALBANY",45-64,None
14886,"ALTON ST, ALBANY",24-44,None
14887,"N LANCASTER ST, ATHENS",24-44,None
14888,"E FOURTH ST, THE PLAINS",45-64,None
14889,"MILL ST, ATHENS",24-44,D
14890,"N MCKINLEY AVE, ATHENS",24-44,None
14891,"N MCKINLEY AVE, ATHENS",24-44,D
14892,"N HARPER ST, NELSONVILLE",24-44,None
14893,"CLARK ST, ATHENS",45-64,None
14894,"N PLAINS RD, THE PLAINS",45-64,None
14895,"E FOURTH ST, THE PLAINS",24-44,D
14896,"HUNTER RD, GLOUSTER",24-44,None
14897,"MODOC RD, GLOUSTER",24-44,None
14898,"GARFIELD AVE, ATHENS",24-44,None
14899,"S SHAFER ST, ATHENS",24-44,None
14900,"CARR RD, NELSONVILLE",24-44,None
14901,"BERKELEY DR, ATHENS",45-64,None
14902,"SETTY RD, ALBANY",24-44,None
14903,"N LANCASTER ST, ATHENS",24-44,None
14904,"WHISPERING PINES DR, THE PLAINS",0-24,None
14905,"RIVERSIDE DR, NELSONVILLE",45-64,None
14906,"WOLFE BENNETT RD, NELSONVILLE",45-64,None
14907,"WOLFE BENNETT RD, NELSONVILLE",24-44,None
14908,"HIGH ST, GLOUSTER",45-64,None
14909,"UNIVERSITY ESTATES BLVD, ATHENS",24-44,None
14910,"WALKER ST, ATHENS",24-44,None
14911,"CROSS ST, THE PLAINS",45-64,None
14912,"1/2 W WASHINGTON ST, NELSONVILLE",24-44,None
14913,"MARION JOHNSON RD, ATHENS",0-24,None
14914,"W STATE ST, ATHENS",65+,None
14915,"LAMAR DR, ATHENS",24-44,None
14916,"SR 550, AMESVILLE",45-64,None
14917,"BAKER RD, ALBANY",0-24,None
14918,"CHESTNUT ST, NELSONVILLE",0-24,None
14919,"OHIO AVE, ATHENS",24-44,D
14920,"CHESTNUT ST, NELSONVILLE",24-44,None
14921,"SR 124, COOLVILLE",45-64,None
14922,"N MCKINLEY AVE, ATHENS",24-44,D
14923,"ZION RD, SHADE",24-44,None
14924,"HILL ST, GLOUSTER",45-64,None
14925,"S CANAAN RD, ATHENS",24-44,None
14926,"SELBY RD, ATHENS",24-44,None
14927,"W UNION ST, ATHENS",0-24,None
14928,"1/2 W STATE ST, ATHENS",24-44,None
14929,"S CONGRESS ST, ATHENS",0-24,None
14930,"1/2 S COURT ST, ATHENS",24-44,None
14931,"RICHLAND AVE, ATHENS",0-24,None
